"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 20 17:20:11 GMT 2024","Tue Aug 20 17:20:12 GMT 2024","719","Main Suite","Smoke","tests.LoginTestSmoke","tests.LoginTestSmoke","incorrectEmailLoginTest","incorrectEmailLoginTest",""
"passed","Tue Aug 20 17:20:14 GMT 2024","Tue Aug 20 17:20:15 GMT 2024","1099","Main Suite","Smoke","tests.LoginTestSmoke","tests.LoginTestSmoke","shortSuccessLoginTest","shortSuccessLoginTest",""
