"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 20 17:21:57 GMT 2024","Tue Aug 20 17:21:58 GMT 2024","1149","Main Suite","Smoke","tests.LoginTestRegression","tests.LoginTestRegression","shortSuccessLoginTest","shortSuccessLoginTest",""
"passed","Tue Aug 20 17:21:55 GMT 2024","Tue Aug 20 17:21:55 GMT 2024","689","Main Suite","Smoke","tests.LoginTestRegression","tests.LoginTestRegression","incorrectEmailLoginTest","incorrectEmailLoginTest",""
